path,path_length,mpnet_surprise_corr,mpnet_curiosity_corr,paper_surprise_corr,paper_curiosity_corr,surprise_small_jumps_rate,surprise_medium_jumps_rate,surprise_large_jumps_rate,curiosity_small_jumps_rate,curiosity_medium_jumps_rate,curiosity_large_jumps_rate
Animation;The_Lion_King;Television;Technology;Integrated_circuit,5,0.8073645790829069,0.9897769291279881,0.7201609849363538,0.933984782264961,0.0,0.0,1.0,0.0,0.33,0.67
William_IV_of_the_United_Kingdom;British_Empire;India;Indus_Valley_Civilization;Lothal,5,-0.9958091487555926,-0.9773427071494926,-0.9617124568281753,-0.9881434360796846,0.33,0.33,0.33,0.33,0.33,0.33
George_Washington;Lead;Chemical_element;Periodic_table;Ununhexium,5,0.9249747761468682,-0.799041004783911,0.719351618143195,-0.8120567241103696,0.33,0.33,0.33,0.0,0.67,0.33
Onion;United_States;Vietnam_War;<;Vietnam,5,-1.0,-1.0,-0.9375360135276918,-0.985193477807675,0.33,0.0,0.67,0.33,0.33,0.33
Asparagus;European_Union;United_Kingdom;William_Shakespeare;Macbeth,5,-0.880628021361068,-0.955739433685154,-0.9770159174589597,-0.9896658103881774,0.33,0.33,0.33,0.0,0.67,0.33
Sultan;Kenya;<;Kenya;Lion,5,-0.9999999999999999,-0.9999999999999999,-0.9324753159365782,-0.9324753159365781,0.67,0.0,0.33,0.67,0.33,0.0
Elvis_Presley;United_States;<;Germany;Adolf_Hitler,5,0.9999999999999999,0.9999999999999999,0.9331243603509745,0.8265683473783135,0.33,0.33,0.33,0.33,0.67,0.0
Earless_seal;Scientific_classification;Plant;Tree;Citrus,5,0.9955506766342697,0.7551661912540188,0.7190097021801212,0.9819932719596385,0.33,0.33,0.33,0.0,1.0,0.0
Lebanon;Africa;Rainforest;Bird;Parrot,5,-0.972781760549728,-0.8480571908214246,-0.7006867968731932,-0.9917820171478468,0.67,0.0,0.33,0.0,1.0,0.0
Carolus_Linnaeus;Evolution;Gravitation;Universe;Big_Bang,5,-0.9120970107298144,-0.9696184275899523,-0.8011973791224675,-0.8581208010026452,0.0,0.67,0.33,0.0,0.0,1.0
Venus;Nitrogen;Chemical_element;Periodic_table;Gallium,5,0.9599653192568995,0.8874897639877076,0.9513572573971221,0.8925625130068466,0.33,0.33,0.33,0.0,0.33,0.67
Venus;Alchemy;Chemistry;Periodic_table;Gallium,5,0.9267155254988325,0.9660721146517859,0.9959996818300577,0.9671377461205076,0.0,0.67,0.33,0.0,0.33,0.67
Aztec;Smallpox;England;London;Tower_of_London,5,0.9925866474959296,0.830069229062399,0.9052477024717009,0.799647319623322,0.33,0.33,0.33,0.0,1.0,0.0
Board_game;London;United_Kingdom;Europe;Greenland,5,0.9007874006775175,0.979966666907513,0.8603697986539063,0.992664301047325,0.33,0.67,0.0,0.0,0.67,0.33
Board_game;London;United_Kingdom;Scotland;Hebrides,5,0.7030797355231198,0.8593437695604992,0.9829234581995068,0.7000240453985397,0.33,0.67,0.0,0.0,0.33,0.67
Baroque;Religion;Evolution;Dinosaur;Tyrannosaurus,5,-0.9960163580710062,-0.9749129293573793,-0.7473634843137035,-0.7924048752311051,0.33,0.33,0.33,0.0,0.33,0.67
Sound;Wave;Ultraviolet;Eye;Pupil,5,0.8091219303324262,0.9435367539163866,0.9253627044118177,0.7966462375366355,0.33,0.67,0.0,0.33,0.67,0.0
Black_hole;Albert_Einstein;Germany;World_War_II;Nazi_Germany,5,-0.813973503108479,0.7437767243192972,-0.9118648590909384,0.8262646731249946,0.33,0.33,0.33,0.0,0.67,0.33
13th_century;Asia;India;Indus_Valley_Civilization;Lothal,5,-0.965790328678974,-0.7390030421464323,-0.8877554183907157,-0.8466639097622235,0.33,0.33,0.33,0.0,0.33,0.67
Andy_Warhol;United_States;World_War_II;Battle_of_Leyte_Gulf;Philippines,5,-0.9726459357192052,0.8792359695936556,-0.9083663063554125,0.7720341826318954,0.33,0.33,0.33,0.33,0.33,0.33
Supermarine_Spitfire;France;Sub-Saharan_Africa;C%C3%B4te_d%27Ivoire;Yamoussoukro,5,0.9019989613822791,-0.9646113486027453,0.8810691198814528,-0.9183684912682362,0.0,0.67,0.33,0.33,0.67,0.0
Barbary_Lion;Europe;Communism;Capitalism;Economics,5,0.9249827104583009,0.9735460701617926,0.9364677551279309,0.8893981403940705,0.67,0.33,0.0,0.0,1.0,0.0
Common_Eland;Animal;Energy;Nuclear_fission;Nuclear_weapon,5,-0.9935610981644867,-0.7629282127545965,-0.7517915341264532,-0.8632675606206719,0.0,0.67,0.33,0.0,0.67,0.33
British_East_India_Company;India;Pakistan;Iran;Tehran,5,-0.9054130606275355,-0.9757666200530154,-0.8303568730564679,-0.8624778971366545,0.33,0.33,0.33,0.33,0.67,0.0
British_East_India_Company;India;Pakistan;Iran;Tehran,5,-0.9054130606275355,-0.9757666200530154,-0.8303568730564679,-0.8624778971366545,0.33,0.33,0.33,0.33,0.67,0.0
Wasabi;California;North_America;Africa;Poverty,5,0.7231805928535616,0.7311360584718228,0.7209574234312603,0.7629100336542225,0.0,0.67,0.33,0.33,0.33,0.33
Bran;Japan;Pottery;Art;Aesthetics,5,-0.8588304453449188,-0.8888457402329525,-0.979532939752796,-0.9771100695989007,0.33,0.0,0.67,0.0,0.33,0.67
Ice_hockey;Sweden;European_Union;Spain;Madrid,5,0.9707916194964678,-0.9666470524862724,-0.8482656247468391,0.8308989572393298,0.33,0.33,0.33,0.33,0.67,0.0
Toy_Story;Eagle;Bird;Plant;Photosynthesis,5,0.9006049714107799,0.9744672742596422,0.8949019188993804,0.8768987307462976,0.0,0.0,1.0,0.0,0.0,1.0
Toy_Story;Eagle;Australia;Great_Barrier_Reef;Photosynthesis,5,0.8537715516033295,0.8868457468472277,0.7224760702816843,0.7105325027240328,0.0,0.33,0.67,0.33,0.33,0.33
Toy_Story;United_States;Rocky_Mountains;Skiing;Snow,5,0.8885103014834717,0.8216526555796247,0.9474563003429617,0.9019871371533842,0.0,0.67,0.33,0.0,0.67,0.33
Toy_Story;United_States;Cold_War;Nazi_Germany;Adolf_Hitler,5,0.800560256471277,0.8419227427030744,0.9101631468571322,0.9105979960849342,0.0,0.33,0.67,0.0,0.67,0.33
Sylvanus_Morley;United_States_dollar;Euro;Greece;Athens,5,0.9103361151557341,0.984710889616091,0.8748658096806837,0.9311288928793018,0.33,0.33,0.33,0.0,1.0,0.0
Effects_of_nuclear_explosions;Earth%27s_atmosphere;Evolution;Dinosaur;Iguanodon,5,-0.9906538054784334,-0.9972319887758105,-0.7773081786462341,-0.8021155112167524,0.0,0.33,0.67,0.0,0.33,0.67
Drum_and_bass;United_States;Country;Law;Civil_society,5,0.7018978155198136,0.9942992130001871,0.7227626945549169,0.918553809502779,0.0,0.67,0.33,0.0,0.67,0.33
Mammoth;World_War_II;United_Kingdom;Novel;Pride_and_Prejudice,5,-0.981536999066589,-0.7246434408241847,-0.7542525741326748,-0.9326028306775802,0.0,0.0,1.0,0.0,0.33,0.67
Channel_Islands;Commonwealth_Games;Olympic_Games;Heracles;Achilles,5,-0.8602947955833329,-0.974268121217401,-0.925125054872273,-0.8790270196630026,0.0,0.0,1.0,0.67,0.33,0.0
Dante_Alighieri;Oxford;England;Charles_Darwin;The_Origin_of_Species,5,-0.9026243438246787,-0.8094395605395435,-0.9497267046157682,-0.9319250295462927,0.0,0.67,0.33,0.33,0.33,0.33
African_American_literature;United_States;Malaysia;Parliament_of_Malaysia;Democratic_Action_Party,5,0.7042031956363535,0.8943553847714615,0.7586806140969763,0.8648963822198481,0.0,0.67,0.33,0.33,0.67,0.0
African_American_literature;North_America;South_America;Bolivia;La_Paz,5,0.8943209284983089,0.9326113796578888,0.8005361692950477,0.9783572065849895,0.33,0.0,0.67,0.33,0.67,0.0
Gal%C3%A1pagos_Islands;South_America;Continent;Africa;Democratic_Republic_of_the_Congo,5,0.8511882942252658,0.7928683524567655,0.9866313851928042,0.9955542080190013,0.33,0.33,0.33,0.0,0.33,0.67
Tony_Blair;United_States;Internet;World_Wide_Web;Google,5,0.8489910760919089,0.8131657001914643,0.7521538908744655,0.8075954339235477,0.0,0.67,0.33,0.0,1.0,0.0
Snowy_Owl;Russia;People%27s_Republic_of_China;India;Sikhism,5,-0.8051504458205619,0.9288950443279235,-0.8155565586313359,0.8796525008683492,0.33,0.67,0.0,0.0,0.67,0.33
Driving_on_the_left_or_right;South_America;Amazon_Basin;Agriculture;Vegetable,5,0.9693405186462722,0.8976063778087492,0.7096490180868336,0.8974371124321133,0.33,0.67,0.0,0.0,1.0,0.0
Slavery;Plato;Nature;Universe;Metric_expansion_of_space,5,-0.9613201627737933,-0.9333370106621276,-0.9794562669122499,-0.8408909665305635,0.0,0.67,0.33,0.33,0.33,0.33
Cheese;United_States;<;Space_exploration;Computer,5,-1.0,1.0,-0.9085415411136707,0.9119511458630056,0.33,0.33,0.33,0.67,0.33,0.0
Cheese;Europe;Africa;South_Africa;Cape_Town,5,-0.7362340868536248,0.8896382270830174,-0.9235614555387247,0.9574451400919275,0.0,1.0,0.0,0.0,1.0,0.0
Triathlon;France;United_States;President_of_the_United_States;Jimmy_Carter,5,0.9744442167106,-0.8476849729417283,0.9825860663156527,-0.9864976068316086,0.33,0.33,0.33,0.33,0.67,0.0
Marie_Curie;France;United_States;Canada;Vancouver,5,0.7621056510985194,0.9714546453460197,0.9998261200527773,0.7847249242672902,0.0,0.67,0.33,0.33,0.33,0.33
SimCity;Industry;Technology;Science;Quantum_mechanics,5,-0.7460059578265538,-0.8361882637307171,-0.9090719390858849,-0.9414060391897586,0.0,0.67,0.33,0.33,0.33,0.33
Palazzo_Pitti;World_War_II;United_Kingdom;Prime_Minister_of_the_United_Kingdom;Margaret_Thatcher,5,0.9640516379564699,-0.806899009672489,0.9411529704486616,-0.9395787892553319,0.0,0.67,0.33,0.67,0.33,0.0
Poetry_of_the_United_States;Religion;Mythology;Norse_mythology;Thor,5,0.997813992172504,-0.8113687053898806,0.9989051951842772,-0.8333813596578041,0.33,0.33,0.33,0.0,0.33,0.67
Jupiter;Japan;Asia;Europe;Sweden,5,0.894389531862623,0.7900976628590524,0.9299731688718197,0.8468186227849979,0.33,0.67,0.0,0.67,0.33,0.0
Coupling_%28railway%29;Brazil;Amazon_Rainforest;Global_warming;Climate_change,5,-0.8373229598794019,-0.7576502660806247,-0.8650794627189207,-0.7799810439385582,0.0,0.67,0.33,0.0,0.67,0.33
History_of_nuclear_weapons;Iran;Islamic_republic;Islam;Allah,5,0.9957745403792765,0.7431669353548782,0.964596281914777,0.7697834427461785,0.0,0.33,0.67,0.0,1.0,0.0
House_of_Lords;Church_of_England;England;English_language;Old_English_language,5,-0.8834123683213071,-0.9384524269561484,-0.9189004701649168,-0.815955839758187,0.33,0.33,0.33,0.0,0.67,0.33
Corn_oil;Textile;China;World_War_II;Battle_of_Britain,5,-0.888792887892908,0.9247567937021902,-0.9532573992890399,0.8163101939954529,0.0,0.33,0.67,0.33,0.67,0.0
Berlin_Wall;United_States;North_America;South_America;Peru,5,0.8838641468014639,0.74133901076763,0.8809609712937075,0.9733297854605321,0.33,0.33,0.33,0.33,0.67,0.0
Richard_Feynman;Nazi_Germany;Soviet_Union;Asia;Tajikistan,5,0.9071433251998346,0.8663835565398308,0.8614894578664813,0.703982267120159,0.0,0.67,0.33,0.0,0.33,0.67
Creation-evolution_controversy;Geology;Coal;Industrial_Revolution;Steam_engine,5,-0.7996475029990734,0.7667679696112248,-0.9667728150928177,0.997482945862426,0.0,0.67,0.33,0.33,0.67,0.0
Lithium;United_States;Cinema_of_the_United_States;Star_Wars_Episode_IV__A_New_Hope;Obi-Wan_Kenobi,5,-0.8122101955899914,0.8621315842475868,-0.7077208064693429,0.9543346002541032,0.0,0.33,0.67,0.0,1.0,0.0
Starling;Europe;Africa;Egypt;Nile,5,-0.7444526701356502,0.7358028928035187,-0.9245092929504035,0.9151637601732259,0.33,0.33,0.33,0.33,0.67,0.0
Folklore;Europe;Earth;Dinosaur;Maiasaura,5,-0.8380385465084736,-0.8216419458963544,-0.9487056872313864,-0.8725200571287637,0.33,0.33,0.33,0.0,0.33,0.67
Wasp;Insect;Ultraviolet;Sun;Photon,5,0.9343983877020963,0.8109489967228172,-0.8595734517790927,-0.9734420991231766,0.0,0.67,0.33,0.0,0.33,0.67
Confucius;Life;Animal;Insect;Wasp,5,0.7126674180492947,0.8061451265174027,0.9519532838454228,0.9861311664067358,0.0,1.0,0.0,0.0,1.0,0.0
Inca_Empire;Roman_Catholic_Church;Asia;Earth;Arctic_Circle,5,-0.9095503913246703,-0.8281448570024127,-0.9590193356267648,-0.7749513263780061,0.33,0.67,0.0,0.0,0.33,0.67
Yugoslavia;London;Charles_Dickens;Oliver_Twist;Film,5,-0.9703960451066567,-0.9755459430146988,-0.7005923370058701,-0.7462220517661801,0.0,0.67,0.33,0.33,0.67,0.0
Flute;Serbia;Europe;<;World_War_I,5,1.0,1.0,-0.8713004412230091,-0.7438439003937812,0.67,0.33,0.0,0.33,0.33,0.33
Triceratops;North_America;<;North_America;Panama,5,1.0,1.0,0.9598217045975338,0.9598217045975338,0.67,0.33,0.0,0.67,0.0,0.33
Weasel;Mammal;North_America;United_States;California,5,-0.8574220619040789,-0.9616277625508546,-0.7094705545621908,-0.8094538730405413,0.0,0.67,0.33,0.67,0.33,0.0
Working_poor;United_States;Education_in_the_United_States;Science;Biology,5,-0.9044195096015484,0.7570061147790924,-0.752639643570803,0.9278882726034576,0.0,0.0,1.0,0.33,0.33,0.33
History_of_Greenland;Television;Sound;Wave;Speed_of_light,5,0.9710113114545285,0.847340828314641,0.9553766380665264,0.9833956644622316,0.33,0.67,0.0,0.33,0.33,0.33
Able_Archer_83;Soviet_Union;Russia;Kazakhstan;Almaty,5,0.8964826394477678,0.9139580416251125,0.9743828334320122,0.9684249607085604,0.0,0.67,0.33,0.33,0.33,0.33
African_Wild_Dog;Africa;Egypt;<;Suez_Canal,5,1.0,-1.0,-0.7332655942439739,0.8221889978999838,0.33,0.33,0.33,0.67,0.33,0.0
African_Wild_Dog;Animal;Insect;Beetle;Aphid,5,0.8756286646089332,-0.9529010702788131,0.950650364955258,-0.8215362291131136,0.0,0.67,0.33,0.0,1.0,0.0
Alberto_Santos-Dumont;United_States;Caribbean_Sea;<;Gulf_of_Mexico,5,1.0,1.0,0.9307706872124121,0.9804514809765383,0.67,0.0,0.33,0.33,0.67,0.0
Anguilla;Currency;Country;Japan;Wasabi,5,-0.7535906847457395,-0.7989305934574382,-0.9266331554839505,-0.8366174282019212,0.0,0.67,0.33,0.33,0.33,0.33
Anteater;Ant;<;Ant;Wood,5,1.0,1.0,-0.9811714964829149,-0.9811714964829148,0.67,0.33,0.0,0.67,0.0,0.33
Argon;Earth%27s_atmosphere;United_States;World_War_II;Adolf_Hitler,5,-0.7736267641720973,0.8066807819790566,-0.7493695597529838,0.9903268830071792,0.33,0.33,0.33,0.33,0.67,0.0
Armadillo;University_of_Chicago;Plutonium;Metal;Iridium,5,0.8587346159715887,-0.8150896014960457,0.9094042131188783,-0.7517273123297938,0.0,0.67,0.33,0.33,0.33,0.33
Arsenic;European_Union;United_Kingdom;Wales;Welsh_law,5,-0.7557938368479764,0.8070709712093818,-0.7954198225442384,0.7681972695404546,0.0,1.0,0.0,0.33,0.33,0.33
Augustan_literature;Political_economy;Ecology;Climate;Global_warming,5,0.7306530841652096,-0.8460449421497463,0.701711597503395,-0.8596908309448275,0.67,0.0,0.33,0.0,0.0,1.0
Baker_Island;Pacific_Ocean;Africa;African_Great_Lakes;Lake_Edward,5,-0.8803261275361675,-0.8914646475670992,-0.9699623726500441,-0.9687957914024286,0.33,0.67,0.0,0.33,0.67,0.0
Batholith;Ancient_Rome;Invasion;Battle_of_Marathon;Macedon,5,-0.7454817535637378,-0.9155357216891296,-0.9153408623060987,-0.823718259543126,0.33,0.0,0.67,0.33,0.33,0.33
Battle_of_Normandy;United_States;Mining;Mineral;Feldspar,5,0.7971127807360582,-0.7320861048814664,0.9650349653669082,-0.9123941215766125,0.0,0.67,0.33,0.67,0.33,0.0
Battle_of_Vaslui;Romania;Ancient_Rome;Art;Sculpture,5,-0.7122145978875223,-0.7088259212101262,-0.7652742806890296,-0.7697019707346674,0.33,0.33,0.33,0.33,0.33,0.33
Battle_of_the_Eastern_Solomons;United_States;Mining;Iron;Steel,5,0.9548751193142058,-0.8108950611310918,0.7739952642559522,-0.979996690399546,0.67,0.0,0.33,0.33,0.33,0.33
Beaver;Europe;Black_Sea;Sea;Baltic_Sea,5,0.7190876455429859,-0.7322910731359099,0.7056119045513315,-0.9440859646528106,0.33,0.67,0.0,0.33,0.0,0.67
Beaver;Europe;Asia;Islam;Allah,5,0.9687231166968809,0.7033617788966258,0.9860923811027033,0.7532760058317844,0.33,0.67,0.0,0.0,0.33,0.67
Beet;Italy;Rome;Ancient_Rome;Architecture,5,-0.8104580175717753,0.9632365598364913,-0.9636739741503823,0.9363287183575179,0.33,0.33,0.33,0.33,0.67,0.0
Beryllium;United_States_dollar;Euro;Greece;Parthenon,5,-0.9981229715871267,0.7404089738518256,-0.8258352214340471,0.7001724214724729,0.33,0.33,0.33,0.0,1.0,0.0
Bette_Davis;Television;Broadcasting;Radio;Radio_frequency,5,0.9357245759302127,0.8861887694581634,0.9558047724283112,0.9978552818080317,0.0,0.67,0.33,0.0,0.33,0.67
Bette_Davis;Television;Broadcasting;Radio;Radio_frequency,5,0.9357245759302127,0.8861887694581634,0.9558047724283112,0.9978552818080317,0.0,0.67,0.33,0.0,0.33,0.67
Bette_Davis;Television;Broadcasting;Radio;Radio_frequency,5,0.9357245759302127,0.8861887694581634,0.9558047724283112,0.9978552818080317,0.0,0.67,0.33,0.0,0.33,0.67
Bissau;Palm_oil;Magnesium;Periodic_table;List_of_elements_by_name,5,0.8454178090352987,-0.7320805131443393,0.9003529324464141,-0.9404867283361056,0.33,0.67,0.0,0.0,1.0,0.0
Blade_Runner;Technology;Computer;Electrical_engineering;Magnetism,5,0.806798581754477,0.9961332334491134,0.8107660483185027,0.985259805254902,0.33,0.33,0.33,0.33,0.33,0.33
Blade_Runner;Earth;Tellurium;Periodic_table;Mendelevium,5,0.7284226963168149,0.9827867263061976,0.8104075833448127,0.9109623603460487,0.0,0.67,0.33,0.33,0.33,0.33
Blade_Runner;Earth;Nickel;Periodic_table;Platinum,5,0.8465801703337695,0.8929070800959463,0.9202951395386034,0.8263178375804098,0.33,0.33,0.33,0.33,0.33,0.33
Blaise_Pascal;France;Tunisia;Libya;Egypt,5,0.9345086989496695,0.9117453652608547,0.9044582408827347,0.9482427693677917,0.67,0.0,0.33,0.33,0.33,0.33
Boa;Mammal;Bird;Chicken;Poultry,5,-0.9951296565732008,-0.9067700321071377,-0.8444482782434011,-0.9560591501117236,0.33,0.33,0.33,0.67,0.0,0.33
Bohrium;Periodic_table;<;Periodic_table;Iridium,5,-1.0,1.0,-0.9816463019596232,0.9816463019596232,1.0,0.0,0.0,0.67,0.33,0.0
Box_jellyfish;Australia;Pacific_Ocean;Panama;Panama_Canal,5,0.7092124282255006,0.7979224755353966,0.8165401401141873,0.8722253674270752,0.0,0.33,0.67,0.33,0.67,0.0
Box_jellyfish;Australia;Ireland;Dublin;Guinness,5,0.8004750959637043,0.8002385972383154,0.7944181345811197,0.8462643332881042,0.0,0.67,0.33,0.67,0.33,0.0
Breaker_Morant;Australia;Mammal;<;Emu,5,-1.0,-1.0,0.8312904553770853,0.8613171608233784,0.33,0.33,0.33,0.33,0.67,0.0
Burundi;Time_zone;Earth;Universe;Galaxy,5,-0.7106455496804757,-0.7196649949365048,-0.8671479542037817,-0.9183925345870902,0.33,0.33,0.33,0.0,0.0,1.0
Calvin_and_Hobbes;Baseball;Sport;Football;Rugby_football,5,0.9431681896547773,0.8690236056776656,0.9196235418861923,0.9666326069819421,0.33,0.33,0.33,0.33,0.33,0.33
Calvin_and_Hobbes;Tiger;Cattle;Meat;Poultry,5,0.8791353609306706,0.9420910959159531,0.8017499937208012,0.8890299645049032,0.0,0.67,0.33,0.0,0.0,1.0
Calvin_and_Hobbes;Tiger;Cattle;Meat;Poultry,5,0.8791353609306706,0.9420910959159531,0.8017499937208012,0.8890299645049032,0.0,0.67,0.33,0.0,0.0,1.0
Cambridge;England;France;French_language;Gabon,5,-0.8757459348387215,-0.7513050015477589,-0.7936551573485917,-0.707930831587265,0.0,0.33,0.67,0.67,0.33,0.0
Canadian_House_of_Commons;French_language;African_Union;Africa;Giraffe,5,-0.7182787096181943,-0.8123732507517594,-0.9189956701332458,-0.8675653588235108,0.33,0.33,0.33,0.33,0.67,0.0
Canadian_Senate;United_Kingdom;Republic_of_Ireland;Dublin;Guinness,5,-0.8521050834534007,-0.7955928557713629,-0.9035604023392323,-0.9243674273750219,0.33,0.67,0.0,0.67,0.33,0.0
Celery;English_language;Internet;World_Wide_Web;History_of_the_Internet,5,0.7741265780652343,0.7391943343373645,0.7425624237027028,0.7381286715798286,0.0,0.67,0.33,0.0,0.33,0.67
Celery;Europe;Portugal;Brazil;Bras%C3%ADlia,5,0.8264094709399548,0.8046036859574762,0.9728222003237663,0.9759081208419734,0.67,0.0,0.33,0.33,0.67,0.0
Chelsea_F.C.;England;English_language;Language;Linguistics,5,0.9393192906039773,-0.8385991692686071,0.8565412946066855,-0.8957018093878867,0.0,1.0,0.0,0.33,0.33,0.33
Chernobyl_disaster;North_America;United_States;United_States_Constitution;Fourteenth_Amendment_to_the_United_States_Constitution,5,0.7203233357715275,0.7710350238999126,0.799932257395283,0.798928271430376,0.0,0.0,1.0,0.0,1.0,0.0
Chicken;Protein;Quantum_mechanics;Physics;Plasma_%28physics%29,5,0.9902129943494472,-0.8211320415947977,0.9477051820674603,-0.8325078720101378,0.0,0.67,0.33,0.0,0.67,0.33
Code_of_Hammurabi;Law;Democracy;Autocracy;Despotism,5,-0.7865414306524133,-0.9456031321112198,-0.881103032826414,-0.8432606311446701,0.67,0.33,0.0,0.33,0.33,0.33
Corporate_finance;United_Kingdom;Constitutional_monarchy;Australia;Flag_of_Australia,5,-0.7781310807434231,0.8187497617214021,-0.8964463740010298,0.8570449676062708,0.0,0.33,0.67,0.0,1.0,0.0
Corporation;Roman_Empire;Africa;Mozambique;Maputo,5,-0.9533849900061078,0.8179102173068201,-0.9624387864264035,0.7206342294059848,0.33,0.33,0.33,0.0,0.67,0.33
Crow;South_America;French_language;Canada;Ice_hockey,5,0.8275209162176502,0.8516662255659253,0.8418804664513778,0.8366978685174736,0.0,0.67,0.33,0.0,0.67,0.33
Dakar;Portugal;European_Union;English_language;Old_English_language,5,-0.7797428828914443,-0.8267328951266532,-0.7905452572234885,-0.9108826599883236,0.33,0.33,0.33,0.33,0.33,0.33
David_Attenborough;Fossil;Mineral;Chemical_element;Nitrogen,5,0.9244194465122827,0.9551832254301821,0.9474372445232114,0.9422783487384262,0.0,1.0,0.0,0.0,0.67,0.33
Decade_Volcanoes;Water;Hydrogen;Periodic_table;Aluminium,5,0.9807308078637669,-0.8623998955862894,0.9406517090329412,-0.8749138646572021,0.33,0.33,0.33,0.0,1.0,0.0
Desmond_Tutu;Cape_Town;<;Johannesburg;Gold,5,1.0,-1.0,-0.8038463371403901,0.9657402205144813,0.67,0.33,0.0,0.33,0.33,0.33
Donald_Bradman;Australia;Currency;Madagascar;Niger,5,-0.9009485037896501,0.8480802652095562,0.9903544158034533,-0.7454744891018598,0.0,0.67,0.33,0.67,0.0,0.33
Douglas_Adams;University_of_Cambridge;United_Kingdom;Constitutional_monarchy;Magna_Carta,5,0.8930296117368739,0.8280880539279798,0.8046027824576568,0.8522515439889012,0.0,0.67,0.33,0.0,1.0,0.0
Durian;Asia;Latin;Roman_Empire;Julius_Caesar,5,0.8514398204648221,0.9768327224226974,0.8470919255672215,0.9727522279033601,0.33,0.67,0.0,0.33,0.67,0.0
Edmund_Burke;London;Capital;Bolivia;Sucre,5,0.7556379029495095,0.9046233181934783,0.7697468309991572,0.9873149045872763,0.0,0.33,0.67,0.67,0.33,0.0
Electron_beam_welding;Welding;Metal;Aluminium;Aluminium_chloride,5,0.835056119250788,0.8941756468859042,0.8035733798397074,0.9063556300375373,0.0,0.67,0.33,0.33,0.67,0.0
Elias_Ashmole;Astrology;<;Astrology;Planet,5,1.0,1.0,0.9715364822855518,0.9715364822855516,0.67,0.33,0.0,0.67,0.0,0.33
Eric_Clapton;England;United_Kingdom;Prime_Minister_of_the_United_Kingdom;Winston_Churchill,5,0.9785677975118203,0.957674903738454,0.7914049671904845,0.8335905305373774,0.0,0.67,0.33,0.33,0.67,0.0
Erwin_Rommel;Winston_Churchill;Theodore_Roosevelt;President_of_the_United_States;Chester_A._Arthur,5,0.7699190355409912,-0.8482293728459377,0.9602847472546504,-0.98038118851987,0.0,1.0,0.0,0.33,0.67,0.0
Euphrates;Turkey;Europe;Italy;Milan,5,-0.8124822860620089,0.9738063294302478,-0.83499954061882,0.7405808366648701,0.67,0.33,0.0,0.0,0.67,0.33
Fauna_of_Australia;Antarctica;Russia;Mongolia;Genghis_Khan,5,0.9757480135096078,0.7204570598950464,0.878354928972261,0.9027750501261599,1.0,0.0,0.0,0.33,0.67,0.0
Fermium;Cold_War;United_States;Martin_Luther_King%2C_Jr.;Civil_rights,5,-0.8269242199725739,-0.8720669285959068,-0.8052315214557083,-0.7072454283394993,0.0,0.33,0.67,0.0,1.0,0.0
Florence_Nightingale;London;United_Kingdom;Prime_Minister_of_the_United_Kingdom;Robert_Peel,5,0.9154121969605923,-0.8313753775154596,0.9412858210653781,-0.9828888152265647,0.0,1.0,0.0,0.33,0.67,0.0
Francium;Biology;Plant;Fruit;Pumpkin,5,0.9999632501115162,0.99991247084268,0.7451175067616548,0.7544075951133901,0.0,0.67,0.33,0.0,0.33,0.67
Funchal;Atlantic_Ocean;Republic_of_Ireland;John_Millington_Synge;William_Butler_Yeats,5,-0.984414548160882,-0.7495353993812782,-0.8063142611792767,-0.8070380667373294,0.33,0.33,0.33,0.33,0.67,0.0
George_IV_of_the_United_Kingdom;Cataract;Eye;Cornea;Contact_lens,5,0.9776738219403657,0.9815979566408488,0.9140271183035482,0.9516081027642189,0.0,1.0,0.0,0.0,1.0,0.0
George_I_of_Great_Britain;England;Season;Autumn;Harvest,5,-0.9253203679268805,-0.7757458545199204,-0.9362970477741068,-0.8469362879239922,0.67,0.33,0.0,0.0,0.0,1.0
Great_Auk;Great_Britain;Olympic_Games;Melbourne;Formula_One,5,-0.879640519335794,0.852533561152236,-0.753962385731971,0.967730385942452,0.0,0.67,0.33,0.0,0.33,0.67
Haemophilia;Jew;Canada;Montreal;Montreal_Metro,5,-0.7107438124311293,0.9928990384432447,-0.7269954614811298,0.9744219680522206,0.67,0.33,0.0,0.0,0.67,0.33
Harold_Wilson;Soviet_Union;Time_zone;Earth;Plate_tectonics,5,0.7197118345106581,-0.758800496209602,0.8726807213255233,-0.7522565795795096,0.33,0.33,0.33,0.0,0.33,0.67
Henry_Ford;Ireland;Irish_Sea;Atlantic_Ocean;Baltic_Sea,5,0.9807613558228917,-0.8700284000192745,0.8929635781175719,-0.7210478724752237,0.0,0.67,0.33,0.0,1.0,0.0
Henry_VI_of_England;London;M25_motorway;M1_motorway;M6_motorway,5,0.9208901990908323,-0.9735030793189812,0.879576079980372,-0.900013635677562,0.67,0.33,0.0,0.0,1.0,0.0
Herbig-Haro_object;Hubble_Space_Telescope;European_Space_Agency;United_Kingdom;Scotland,5,-0.9798259471488185,-0.8008793836604627,0.8739876909078523,0.9740476870014804,0.33,0.33,0.33,0.33,0.67,0.0
Hindi;English_language;Latin;Ancient_Rome;Roman_road,5,0.7952410475728557,-0.8707642492007094,-0.9661450516951683,0.9509690539740977,0.67,0.33,0.0,0.0,0.33,0.67
