,a,b,distance
63826,Magma,Sand,0.29620025697437036
46193,Magma,Eruption_column,0.7499562480327204
494,Magma,Igneous_rock,0.023734527794140033
40635,Magna_Carta,Paul_McCartney,0.41715424058876655
5803,Magna_Carta,Christianity,0.6794635315028305
9943,Magna_Carta,Human_rights,0.49076098585182454
62158,Magna_Carta,15th_Marine_Expeditionary_Unit,1.6139853621845164
12724,Magna_Carta,English_language,30.645971345069217
5230,Magna_Carta,History_of_democracy,0.10762330643099641
37064,Magna_Carta,Richard_I_of_England,0.23346010935052836
16170,Magna_Carta,James_II_of_England,0.24904212868944686
26348,Magna_Carta,London,0.48385726160423437
44892,Magna_Carta,Stanley_Baldwin,0.6107241777079203
48217,Magna_Carta,Democracy,0.5693170218119382
4340,Magna_Carta,Henry_I_of_England,0.4086890144076287
45834,Magna_Carta,Nuclear_weapon,0.708447504351675
64691,Magna_Carta,Ancient_Greece,0.7898169132503682
10372,Magnesium,Thorium,0.36202702506746093
44856,Magnesium,Rhodium,0.3080712827979462
27578,Magnesium,Bismuth,0.4465245321477104
23883,Magnesium,Food,0.9126426603957638
41597,Magnesium,Barium,0.42052746295518606
18115,Magnesium,Microscope,0.6228237866705346
9722,Magnesium,Talc,0.25272496054800203
62427,Magnesium,Tin,0.3492091187391154
47045,Magnesium,Nuclear_fission,1.12292174269256
22709,Magnesium,Fluorine,0.37372865773781866
20202,Magnesium,Bromine,3.132572474813415
40363,Magnesium,Beryllium,1.9170834941382138
40923,Magnesium,Thallium,0.6501992872950035
14373,Magnesium,Fermium,0.47195199337536103
24416,Magnesium,Manganese,0.43615607235640347
60161,Magnesium,Gallium,0.39253908983706903
4914,Magnesium,Radium,0.39300334051718244
31129,Magnesium,Iron,0.6713625354931462
10387,Magnesium,Alfred_Nobel,0.998121506236794
32795,Magnesium,Tellurium,0.34714416339128423
48630,Magnesium,List_of_elements_by_name,0.49803794708943594
58542,Magnesium,Potassium,0.6099222768164037
188,Magnesium,Potassium_iodide,1.7831055716056272
51744,Magnesium,Neptunium,0.47087838975511953
26753,Magnesium,Heat,0.3553359715010603
47872,Magnesium,Cerium,0.9210994296645393
58184,Magnesium,Calcium_chloride,0.3021788607406948
18132,Magnesium,Ununbium,0.36949267998076935
24717,Magnesium,Aluminium_chloride,0.26146524890572387
52919,Magnet,Beryllium,0.7098798262322285
2674,Magnet,Sony,0.23435615154532868
59986,Magnetism,Milky_Way,0.4768865352126248
17791,Magnetism,Electromagnetic_radiation,0.23809061529310258
47599,Magnetism,Electricity,0.26053903428696956
30620,Magnetism,Gauss%27s_law,0.10894073262562083
17684,Magnetism,Black_hole,0.6037981428478256
30878,Magnetism,Science,0.5117084154419529
35290,Magnetism,William_Gilbert,0.4637515157647608
15827,Magnetism,Ununhexium,1.0530363783793093
13296,Magnetism,Electrical_resistance,0.22670838297049586
13740,Magnetism,Electronics,0.33331404281994864
30118,Magnetism,Magnet,0.05272161997050021
7327,Magnetism,Inductance,0.10599416427453191
44554,Magnetism,Welding,1.572102302380903
28925,Magnetism,Recycling,0.9858950054983073
54496,Magnetism,Radio_frequency,0.4906754428164407
31561,Magnetism,Superconductivity,0.46941571403803833
11938,Magnetism,Brass_instrument,0.7007489718911825
36829,Magnetism,Iron_Age,0.3390248572461745
11967,Magnetism,Physics,0.2753860679494731
20893,Magnetism,Nikola_Tesla,0.37076105100842666
63612,Magpie,Animal,0.53612195839694
30283,Mahabharata,Cambodia,0.30172056243594386
12678,Mahabharata,English_language,46.021020076248995
32034,Mahatma_Gandhi,Waste_management,1.1159366132257715
59562,Mahatma_Gandhi,Ethics,0.5324588526955192
21830,Mahatma_Gandhi,Political_integration_of_India,0.24206454910259806
49820,Mahatma_Gandhi,Goa,0.7049516236334796
43018,Mahatma_Gandhi,Mumbai,0.3270641591099737
10392,Mahatma_Gandhi,Alfred_Nobel,0.35967667959880084
15536,Mahatma_Gandhi,Love,1.1879036463192987
2282,Mahatma_Gandhi,Harry_S._Truman,0.8171124485348817
13935,Mahatma_Gandhi,Peace,0.3242063545495433
49054,Mahatma_Gandhi,Flag_of_South_Africa,0.28212696045786495
48514,Mahatma_Gandhi,Sardar_Vallabhbhai_Patel,0.30645414710284097
42424,Mahatma_Gandhi,South_Africa,0.3090360715605148
64030,Mahatma_Gandhi,Election,0.4943973689397311
44046,Mahatma_Gandhi,Great_Wall_of_China,0.27803015476646936
4043,Mahatma_Gandhi,Nobel_Peace_Prize,0.38940993712890803
60365,Mahatma_Gandhi,Indira_Gandhi,0.5947425295786536
61022,Maize,Celery,0.7701831898567117
62910,Maize,Soup,0.4735145280559286
54817,Maize,Kansas_City%2C_Missouri,0.8497153371029235
48715,Maize,Domestic_goat,1.8801022905347302
41309,Maize,Bran,0.5511620829102171
1787,Maize,Vegetable,0.06166450390384295
19050,Maize,Ethanol,1.2784592036260312
26241,Maize,Sichuan_Pepper,0.5889405880492296
24525,Maize,Fruit,0.34821957918324314
12277,Maize,Cereal,0.21477730296559744
2632,Maize,Peanut,0.5478779870611878
31550,Maize,Alphabet,0.8695097162822107
25383,Maize,Harvest,0.7937392703199505
38911,Maize,Sierra_Leone,0.44066843970593034
49972,Maize,Barbara_McClintock,0.17870595741859802
43013,Maize,Mayotte,0.5148924988564774
394,Maize,Potato,0.3351457307509207
23808,Maize,Vitamin_C,0.4673807181747369
35813,Maize,Asparagus,0.1366664174186101
28397,Maize,Coconut,0.7309140010331149
27006,Maize,Minneapolis%2C_Minnesota,0.698696462619806
64071,Maize,Bee,0.36761285932581494
64426,Maize,Chicken,1.813458345195675
25507,Maize,Flower,0.28915835331044815
12296,Maize,Seed,0.4277866562908401
30871,Maize,Pumpkin,0.2113629117665091
10356,Maize,Botany,0.6562782853287727
31488,Maize,Citrus,0.40687164152911065
1434,Maize,List_of_vegetable_oils,0.8256152109300418
2692,Maize,Vitamin_D,1.0756067408514352
21017,Maize,Banana,0.31061218946550434
16532,Maize,Plum,0.4293757705144598
8902,Maize,Sorghum,0.9793728360347205
29393,Maize,Bean,0.19335286563674012
27931,Maize,Corn_oil,0.668741643431976
7964,Maize,Pea,0.24745648146692345
55518,Maize,Lettuce,0.26602384975296106
27986,Maize,Maya_mythology,0.9924116395883005
57136,Maize,Wheat,0.3856549691253346
23754,Maize,Oat,0.34592176471503383
5370,Maize,Beer,0.6837386744014984
16456,Malaria,Cholera,0.43291668111422055
36054,Malaria,Yellow_fever,0.14169403447781964
50336,Malaria,Trichinosis,0.9753617727249372
57033,Malaria,Attention-deficit_hyperactivity_disorder,1.9001110097254086
28976,Malaria,AIDS,0.2606835885575914
61947,Malaria,Vampire_bat,0.9701192452730034
56199,Malaria,Burundi,0.561775211189626
48229,Malaria,Health,2.520967408917257
16356,Malaria,Algeria,0.8927648127745041
64439,Malaria,World_Bank_Group,0.8704856312275525
50593,Malaria,World_Health_Organization,0.2558516494347598
4870,Malaria,Fresh_water,1.0060111015988602
52539,Malaria,International_Red_Cross_and_Red_Crescent_Movement,0.5717272469406239
23081,Malaria,Pernicious_anemia,0.22307317293624018
9290,Malaria,Juice,0.4879418164138425
60174,Malaria,Hymenoptera,0.5525340399448917
42046,Malaria,Manila,0.36306708284025296
6578,Malaria,Adolf_Hitler,0.2871383092610649
64979,Malaria,Gazelle,1.2400573107460042
55758,Malaria,HIV,0.5456869031039594
5911,Malaria,Common_cold,0.3938235870487789
45811,Malaria,Libya,0.48852810736776525
63258,Malaria,Zebra,0.473639189594887
2324,Malaria,Virus,0.6389370024492237
52353,Malaria,Diabetes_mellitus,0.5812278871142891
14023,Malaria,Ascariasis,0.5936968683767385
36118,Malaria,Sickle-cell_disease,0.15610542627200716
11058,Malaria,House_Sparrow,0.7993177637322227
10519,Malawi,Lilongwe,0.08853888144138063
11646,Malawi,Lake_Malawi,0.1969503047060764
11425,Malaysia,United_Malays_National_Organisation,0.1910372924707996
7473,Malaysia,Strait_of_Malacca,0.16273386837755371
27451,Malaysia,Malaria,1.7790271350341464
41617,Malaysia,Maldives,0.6977177261377749
65273,Malaysia,Thailand,0.31696363048128734
43760,Malaysia,Ibn_Battuta,0.4278377745393094
53142,Malaysia,Kookaburra,0.35637734597153004
55726,Malaysia,The_Rolling_Stones,0.5221194468912562
9190,Malaysia,Sumatra,0.2761243852475282
24299,Malaysia,Swift,1.0887780211814029
3431,Malaysia,Indonesia,0.3303885824365094
10199,Malaysia,Kuala_Lumpur,0.10458288340282519
45104,Malaysia,Parliament_of_Malaysia,0.10049337912398706
45177,Malaysia,Solomon_Islands,0.6496698807933676
16710,Malaysia,Social_contract_%28Malaysia%29,0.2709775478186608
26519,Malaysia,United_Arab_Emirates,0.36491992502866555
39557,Malaysia,Democratic_Action_Party,0.1373965814837307
60191,Malaysia,Oceania,0.5835364755812364
49322,Malaysia,Chola_dynasty,0.6304588566842932
58110,Malaysia,Macau,0.46367453958668914
7200,Malaysia,Brunei,0.1799246539556576
27853,Malaysia,Philippines,0.5102553751620752
18610,Malcolm_II_of_Scotland,Malcolm_III_of_Scotland,0.06285739233891108
42963,Malcolm_II_of_Scotland,Mary_I_of_Scotland,1.1959308104467123
38871,Malcolm_X,India,0.751750321334679
870,Malcolm_X,Ku_Klux_Klan,0.09153845376065552
46078,Malcolm_X,Muhammad_Ali,0.126001311086352
41787,Maldives,Nurse_sharks,1.4236965173038663
24670,Mali,Black_pepper,3.661564815829647
9484,Mali,Guinea,0.20350230409844597
6031,Mali,Bamako,0.029112534432735922
63272,Mali,Zebra,0.6450595907064094
9476,Mali,Togo,0.6521336230472375
27323,Mali,Burkina_Faso,0.20518881953136078
14306,Mali,Equatorial_Guinea,1.141286020524127
4960,Mali,Edible_salt,0.229616615753269
25652,Mali,Timbuktu,0.10691639127888651
51960,Mali,Nouakchott,0.23293349728752766
51560,Mali,Guinea-Bissau,0.34700119839181653
32685,Mallard,Parrot,0.1665846772267505
47346,Malta,Antananarivo,1.0426645997807673
53289,Malta,Giraffe,0.708244170794739
25858,Malta,Margaret_Thatcher,0.5790824000280994
40402,Malta,Barcelona,0.3248398776637706
5080,Malta,Spain,0.32667598221636834
288,Mammal,Ivory,0.19193286033114068
32934,Mammal,Monaco,0.6504536440168631
4255,Mammal,Coconut_crab,0.8961993799021689
17747,Mammal,Dodo,0.5992122456902035
43478,Mammal,Retina,0.38615266312228064
19889,Mammal,Viking,1.710055814504876
40724,Mammal,Great_Spotted_Woodpecker,0.35675029581047496
28853,Mammal,Parrot,0.1966535321019859
56457,Mammal,Sequence_alignment,0.682800757521115
18059,Mammal,Dolphin,0.1027394664839267
46542,Mammal,Owl,0.36515883411858946
28071,Mammal,Camel,0.8591816423682831
48860,Mammal,Australia,0.34419841050661365
37942,Mammal,Looney_Tunes,8.359514697939472
4294,Mammal,Diplodocus,0.3910494488997154
36997,Mammal,Cheese,0.19716941348674605
38897,Mammal,Wombat,0.1523989454415697
20120,Mammal,Aquarium,0.6972450051081531
29429,Mammal,Bean,0.7117910271645734
2793,Mammal,Dingo,0.20696426511219532
62237,Mammal,Hymenoptera,0.40185419075538154
6592,Mammal,Tiger,0.1384626869602816
6321,Mammal,Australian_Green_Tree_Frog,0.24454589340795088
9351,Mammal,Bison,0.8384157709469615
2297,Mammal,Giganotosaurus,0.3842947125966768
9234,Mammal,Jaws_%28film%29,0.8372709469274658
57184,Mammal,Fossil_record,0.4067785371288063
54605,Mammal,Scotland,0.9470212855722752
64885,Mammal,Retinol,0.6944535832189095
21867,Mammal,Peregrine_Falcon,0.4125822392678365
14922,Mammal,Carnivore,0.4986005207574614
33901,Mammal,Pea,0.7832836914765909
49479,Mammal,Asthma,0.8638116667360025
62690,Mammal,Alligator,0.24875985998199052
26426,Mammal,Adolf_Hitler,1.0983881634653134
26900,Mammal,Port_Louis,0.9185700573972012
20903,Mammal,Plesiosaur,0.8021613105096481
61852,Mammal,Giant_Panda,0.7914643205820688
48137,Mammal,Angel_shark,0.6159358108807398
36971,Mammal,Insect,0.35610181164895194
6389,Mammal,Vampire,0.13923664395744043
26908,Mammal,Piano,0.5099983070919967
36589,Mammal,Fossil,0.9714018697985214
2980,Mammal,Feather,0.4279644445211108
5422,Mammal,Sea,0.30795901351935334
24496,Mammal,Mountain_Gorilla,0.429398094261453
7948,Mammal,Cat,0.42759627840274617
32070,Mammal,Vitamin_C,0.8253641969411893
4501,Mammal,Meat,0.49711698140873645
6292,Mammal,Horse,0.05998186877381862
37996,Mammal,Egg_%28food%29,0.5000821739334163
58340,Mammal,Mixed-breed_dog,1.0377305666750058
8507,Mammal,Bat,0.2687117053476664
47358,Mammal,Eyelid,0.3158621903015265
37102,Mammal,Chocolate,0.2696682959772839
43423,Mammal,Arthropod,0.584036366498926
52430,Mammal,Dimetrodon,0.22131155457938356
32335,Mammal,African_clawed_frog,1.1586982641117114
34823,Mammal,Sumac,0.7470739029817901
2668,Mammal,Whale_shark,0.5266726816322516
26965,Mammal,Turtle,0.33393187508159744
42971,Mammal,Tooth_development,0.5297929998294911
13771,Mammal,Barbary_Macaque,0.7936364398052748
16462,Mammal,Rabies,0.6340709545868375
24157,Mammal,Hyena,0.5378403355089557
18649,Mammal,Blue_Whale,0.12655050284604127
59312,Mammal,Folic_acid,0.7264227677251996
44134,Mammal,Gender,0.5508132451228582
55291,Mammal,Ostrich,0.48188854197504305
1040,Mammal,Eurasian_Eagle_Owl,0.5296225232958512
40404,Mammal,Heron,0.5933438423810792
54618,Mammal,Ludwig_van_Beethoven,1.6322751471072068
259,Mammal,Great_white_shark,0.858483265521134
50070,Mammal,Biology,1.1444358372639718
4661,Mammal,Whale,0.04196042650392439
48394,Mammal,Mind,0.40770915384980483
33296,Mammal,Cerebellum,0.5287346215140039
20380,Mammal,Mathematics,1.3132429982975307
29341,Mammal,Brush,0.7501283645317307
30440,Mammal,Dove,0.2972377089967046
32999,Mammal,Humpback_Whale,0.1886908434896509
3676,Mammal,Pony,0.06282035223448547
2918,Mammal,Penguin,0.5286430661931067
2346,Mammal,Butter,0.15947112523553164
45394,Mammal,Basking_shark,0.835261031771743
13575,Mammal,Falcon,0.42726826857900135
27544,Mammal,Drosophila_melanogaster,0.40949918175040795
42628,Mammal,Communication,0.4623196484634941
40385,Mammal,Paleontology,0.244851665174717
33493,Mammal,Fox,0.8034366525828269
63024,Mammal,Jackdaw,2.2548909802264405
24796,Mammal,Crocodile,0.41427396734283156
46086,Mammal,Gull,0.3347694498217754
27583,Mammal,Cattle,0.2134246771416879
15171,Mammal,Cambrian_explosion,0.5474230147973262
33290,Mammal,Vertebrate,0.06735511466223552
2999,Mammal,Extinction,0.5366973289138812
40482,Mammal,Rabbit,0.5375632717895121
12179,Mammal,Stegosaurus,0.4440602553016598
47413,Mammal,Oviraptor,0.724211223624263
23665,Mammal,Reptile,0.8137963247955182
53403,Mammal,Bottlenose_Dolphin,0.27763751536069764
54503,Mammal,Blue_Wildebeest,0.42720405022500196
23697,Mammal,Walrus,0.6721605667430448
3853,Mammal,Dog,1.0142163605746792
29839,Mammal,Cretaceous-Tertiary_extinction_event,1.1058244387936031
887,Mammal,Herbivore,0.5802878309956819
17599,Mammal,Lion,0.0890801387820806
38138,Mammal,African_Buffalo,1.7867889164022512
5134,Mammal,Frog,0.35409119428034436
50303,Mammal,Walt_Disney,1.3168177526783964
15789,Mammal,Shelduck,0.3296941076995548
10307,Mammal,Jurassic,0.5371679970763702
5488,Mammal,Telephone,0.24463105950848654
25319,Mammal,Plains_Zebra,0.16196034122534195
25898,Mammal,Music,0.6870835483600528
52595,Mammal,Black-backed_Jackal,0.7963967685534113
44266,Mammal,Fungus,0.37048027265995864
9839,Mammal,Rice,0.8707417149120109
992,Mammal,African_Union,0.586253673077773
17700,Mammal,Meningitis,0.26581824984249236
5718,Mammal,Hippopotamus,0.1792985089888974
7805,Mammal,Cataract,0.8025147436884308
19248,Mammal,Wild_cat,0.6300951969542585
56525,Mammal,Scurvy,1.0877453300145996
22009,Mammal,The_Lion_King,0.386396924329586
24663,Mammal,Tiger_shark,0.5665749778016151
45878,Mammal,Cheetah,0.6466483905022775
41007,Mammal,Brain,0.14120024227206757
14664,Mammal,Cape_Lion,0.3817555298097717
25335,Mammal,Orca,0.2086211913463448
1694,Mammal,Human,0.15997100390638172
11341,Mammal,Tasmanian_Devil,0.2037598639741504
37305,Mammal,Pupil,0.938531449846813
21443,Mammal,Philosophy,1.2379359911939536
7041,Mammal,Monkey,0.5673161510633616
53173,Mammal,Bonobo,0.6545745647493544
32633,Mammal,Invertebrate,0.5339642535363591
24026,Mammal,Wallaby,0.36282581565897637
42644,Mammal,Redwing,0.36397201961263453
15621,Mammal,Eocene,0.23757106739681522
42067,Mammal,Island_Fox,0.8120941517049904
47436,Mammal,Space_exploration,0.6180520648524336
22750,Mammal,Eye,0.34778643110312374
59521,Mammal,Donald_Bradman,1.3079070595495137
23563,Mammal,Kite_%28bird%29,0.49852804170778914
56041,Mammal,African_Penguin,0.3637922487379405
29831,Mammal,Batman,0.17148503053730915
8354,Mammal,Virus,0.9233867590543055
29060,Mammal,Krill,0.6595775929864848
7743,Mammal,Domestic_goat,0.30345343029286975
65376,Mammal,Blackbird,0.8769050273071191
42500,Mammal,Sun,0.5683864718669263
32509,Mammal,Kakapo,0.45319687094517486
10640,Mammal,Ape,0.22778237930352077
24554,Mammal,Bedbug,0.2949745646029918
30156,Mammal,Beekeeping,0.7180757468215105
31395,Mammal,Ant,0.6811076237757921
12571,Mammal,Gazelle,0.28075933304329886
15003,Mammal,Lemon,0.7534971987739878
151,Mammal,Vampire_bat,0.09286778221390411
14931,Mammal,Elephant_shrew,0.11387091321940107
30494,Mammal,Bald_Eagle,0.5610112274237649
623,Mammal,Flamingo,0.2204336508492861
25800,Mammal,Baboon,0.400270419405421
5022,Mammal,Gorilla,0.5725333901621592
50049,Mammal,Kangaroo,0.2614818108012802
47020,Mammal,Eagle,0.4295412400223718
12305,Mammal,Bat-eared_Fox,0.8771240326428892
50100,Mammal,Chordate,0.5050026674092654
50853,Mammal,Giraffe,0.7803789091548198
14927,Mammal,Platypus,0.052571408177902464
49837,Mammal,Bear,0.6548987953209918
8502,Mammal,Sperm_Whale,0.08247346814246308
25916,Mammal,Oligocene,0.18045913645276251
56681,Mammal,Swan,0.3420449924619535
16521,Mammal,Tree_Sparrow,0.5281880857718793
168,Mammal,Elephant,0.28820353450540365
12016,Mammal,Pigeon,0.46867797797637845
46675,Mammal,Extinct_birds,1.1226625563520063
53031,Mammal,Okapi,0.817803793253795
30246,Mammal,Common_Eland,0.6219541785978171
1649,Mammal,Milk,0.05184292151960234
55256,Mammal,Bongo_%28antelope%29,1.7798681341870262
63369,Mammal,Blue_shark,1.1320958352259582
21872,Mammal,Animal,0.11736040475250674
33938,Mammal,Myocardial_infarction,0.992172793357754
2803,Mammal,Banana,0.8118160522035067
11834,Mammal,Pig,0.22037557979456457
35840,Mammal,Kenya,0.7615812249516958
25907,Mammal,Stroke,0.3993890612167638
2082,Mammal,Antelope,0.6861690638496825
3442,Mammal,Black_Wildebeest,0.6577781419409666
40968,Mammal,Goose,0.784628411731378
46144,Mammal,Treaty_of_Versailles,1.1287912705430674
34168,Mammal,Trichinosis,0.20304140755825906
31253,Mammal,Dinosaur,0.28331219027377247
6841,Mammal,Egypt,1.0853167472343865
62659,Mammal,Tree_frog,0.34674292923668865
45994,Mammal,Culture,0.6984076054337632
18689,Mammal,Chimpanzee,0.28394798349674
2695,Mammal,Vitamin_D,0.4518329187264432
57732,Mammal,Johannesburg,0.6706598611973434
64558,Mammal,Guernsey,0.4183037994114207
20774,Mammal,Organism,0.6255218914675913
52158,Mammal,Lens_%28anatomy%29,0.842827323653361
22621,Mammal,Velociraptor,0.4920488063300795
4761,Mammal,Fruit,0.6923112170279758
50439,Mammal,Flag_of_Australia,0.26711349810903073
25803,Mammal,AIDS,0.504411900867633
29718,Mammal,Mammoth,0.24252222262125314
7112,Mammal,Zebra,0.07649200590714993
46030,Mammal,HIV,0.6795670445956402
13154,Mammal,Poultry,0.30607008936155194
45063,Mammoth,Sudan,0.5001548900739547
62477,Mammoth,Dinosaur,0.7822796459450938
29814,Mammoth,Bear,2.3843250283391826
63160,Mammoth,Zebra,0.3175855490379823
54293,Mammoth,Organism,0.4230051843032866
22548,Mammoth,Ivory,0.2034099707123572
49074,Mammoth,Vole,3.007633408094407
25400,Mammoth,Elephant,0.21763299819396392
47836,Manchester,Denis_Law,0.19553703387031277
42844,Manchester,House_of_Lords,0.5430922189443627
55427,Manchester,RMS_Titanic,1.1381548395819887
3538,Manchester,Paul_McCartney,0.8807205333599775
13090,Manchester,Anglicanism,0.5127398846547023
14561,Manchester,Architecture,1.1488010032180778
11682,Manchester,Wayne_Rooney,0.11837406000169516
3643,Manchester,David_Beckham,0.16020505879510907
51395,Manchester,Bristol,1.1482950268441927
32502,Manchester,The_Beatles,0.512354738635396
6704,Manchester,Liverpool_and_Manchester_Railway,0.18087284462059702
54674,Manchester,Football_%28soccer%29,0.6129490045983401
51021,Manchester,Canal,0.33709115607338525
15878,Manchester,Police,0.4104380262226976
38403,Manchester,Salford,0.18003653748183457
21668,Manchester,Telephone,0.6027523505292847
18311,Manchester,Steam_engine,0.4290221318805742
5202,Manchester,National_Anthem_of_Russia,0.9192018324316773
42847,Manchester,Iron,0.6243929185019068
24508,Manchester,Fencing,0.5358632085354055
61398,Manchester,Archbishop_of_Canterbury,0.9670554934921901
9085,Manchester,England,0.4965056754896256
10626,Manchester,Manchester_United_F.C.,0.09522259054415703
45131,Manchester,Leeds,0.33151204563065734
37809,Manchester,Chelsea_F.C.,0.30590922862505715
47983,Manchester,Sean_Connery,0.6417355762500572
47293,Manchester,Arsenal_F.C.,0.4818067298950779
50724,Manchester,Coronation_Street,0.21815368009694677
6025,Manchester,Top_of_the_Pops,0.3884154127777106
20191,Manchester_United_F.C.,Hyde_Park%2C_London,0.5636179333823932
9163,Manchester_United_F.C.,Liverpool_F.C.,0.11343150587628092
11683,Manchester_United_F.C.,Wayne_Rooney,0.023885777908753177
46865,Manchester_United_F.C.,Denis_Law,0.03767689198407085
37810,Manchester_United_F.C.,Chelsea_F.C.,0.09118673934400362
54675,Manchester_United_F.C.,Football_%28soccer%29,0.21100606525211502
3644,Manchester_United_F.C.,David_Beckham,0.07224286911811151
55428,Manchester_United_F.C.,RMS_Titanic,0.8109823672471158
9827,Manchester_United_F.C.,Manchester,0.14128086338471904
40425,Manchester_United_F.C.,Salford,0.29087986814928085
8981,Manchester_United_F.C.,Blackpool,0.7395669222791552
47294,Manchester_United_F.C.,Arsenal_F.C.,0.16586068583922173
38200,Manganese,Metal,0.2277833387135608
23593,Manganese,Bromine,2.314607162283412
60142,Manganese,Niobium,0.6722966601424202
32922,Manganese,Vanadium,0.432822866414174
62800,Manganese,Palladium,0.33883856192722595
11915,Manganese,Magnesium,0.4549486694739682
48779,Manganese,Aluminium,0.251578082510817
46697,Mango,Forest,0.32206210354288745
56866,Mango,Fruit,0.2158907080940654
7223,Mango,Apple,0.2880948040799002
32670,Mango,Milk,0.42192176226123557
50163,Mango,Banana,0.34036646122998043
61420,Mango,Flower,0.2790301542389815
51940,Mango,Vitamin_C,0.4624514748989952
29486,Mango,Bean,0.2401287661246071
63077,Mango,Zebra,0.4579649995907744
59090,Mango,Summer,0.39213943660187633
52389,Mango,Coconut,0.3668402262850072
3409,Mango,Vitamin,0.2553385379880299
57690,Mango,Plum,0.2920246885164885
63122,Manifest_Destiny,Zebra,2.2903103227122292
39224,Manifest_Destiny,18th_century,0.6755228902414461
48753,Manifest_Destiny,Crow,0.5116755507431799
39873,Manifest_Destiny,Oregon,0.4056763483095968
59078,Manifest_Destiny,Martin_Van_Buren,0.2523316169862529
6009,Manifest_Destiny,Henry_David_Thoreau,0.6202298004174536
35178,Manifest_Destiny,Isaac_Brock,0.9453197461295376
10395,Manifest_Destiny,First_Transcontinental_Railroad,0.9692841853974198
35211,Manifest_Destiny,Andrew_Jackson,0.2578812507398376
53236,Manifest_Destiny,Mark_Twain_House,0.5247620932095941
38489,Manifest_Destiny,Television,0.9292995453499964
16829,Manifest_Destiny,Wrench,0.8957582243932182
9456,Manifest_Destiny,Mississippi_River,0.4711665551466842
1318,Manifest_Destiny,Houston%2C_Texas,0.6100593934896081
716,Manifold,Euclid,0.12901052106511765
428,Manifold,Differential_equation,0.21144503826056446
64364,Manila,Fruit,0.7326679401711305
49444,Manuel_I_Komnenos,12th_century,1.095392911262862
27944,Manuel_I_Komnenos,Second_Crusade,0.19189374510602408
48532,Manufacturing,Button,0.26299402739607197
18665,Manufacturing,Infrastructure,0.08042323697633806
20937,Manufacturing,Lead,0.5046221717186142
61452,Manufacturing,Textile,0.3074468134088347
15377,Manufacturing,IPod,2.772000679598929
51908,Manufacturing,Wrench,1.1231156767892287
18932,Manufacturing,Gas_tungsten_arc_welding,1.0479711496460282
4341,Manufacturing,Henry_I_of_England,0.598372738851659
25008,Manufacturing,Finance,0.3370975411918628
57097,Manufacturing,Electricity,0.5450579911377853
65047,Manufacturing,Gmail,0.5757060386388033
48833,Manufacturing,China,0.6339747207846892
21563,Manufacturing,Telephone,0.24828111758623933
7465,Manufacturing,Mercantilism,0.4107958101316832
45137,Manufacturing,Industry,0.19200100267577336
21076,Manufacturing,Electrical_engineering,0.3965910013411059
65255,Manufacturing,Microsoft_Windows,0.2858154825319362
12032,Manufacturing,Clothing,0.0973216172801844
56700,Manufacturing,Floppy_disk,0.27611308285584113
63711,Manufacturing,Board_game,0.9397378061584312
5948,Manufacturing,Screw,1.0219996560737306
52936,Manufacturing,Industrial_Revolution,0.19374802969830576
57857,Manufacturing,Diamond,0.8203522167157299
44754,Manufacturing,Aircraft,0.39786021418252693
22391,Manufacturing,Automobile,0.3649583453849992
51016,Manufacturing,Internet_Explorer,0.7711924265645189
24901,Manufacturing,Ubuntu_%28Linux_distribution%29,1.079389936572246
33405,Manufacturing,Aluminium,0.4840907064208464
49419,Manufacturing,Mechanical_work,0.3026326443473907
45866,Manufacturing,Welding,1.8118156291775473
49107,Manufacturing,Guild,0.17236895788792522
44561,Mao_Zedong,Welding,3.226245930206857
3209,Mao_Zedong,Adolf_Hitler,0.18872853037997814
18878,Mao_Zedong,Confucius,0.40544733951343814
49670,Mao_Zedong,Tiananmen_Square_protests_of_1989,0.3920301352309235
3595,Mao_Zedong,Beijing,0.23862398686477598
61140,Mao_Zedong,Tao_Te_Ching,0.76310449803506
8626,Mao_Zedong,Richard_Nixon,0.22303867862362747
1291,Mao_Zedong,Vietnam,0.3693940395753638
65551,Mao_Zedong,Chinese_language,0.3644159068995798
22633,Mao_Zedong,Dixie_Mission,0.091832975451149
10135,Mao_Zedong,Canada,6.508857664152397
26742,Mao_Zedong,Police_state,1.2496082485964883
56901,Marcel_Lefebvre,Roman_Catholic_Church,0.18447542104093492
44514,Marcel_Proust,The_Brothers_Karamazov,0.18962952321185775
12940,Marcel_Proust,Stephen_Hawking,0.8643404507617203
9359,Marco_Polo,Great_Wall_of_China,0.22443265969482665
50469,Margaret_Thatcher,Politics_of_the_United_Kingdom,0.434584781578095
52931,Margaret_Thatcher,Haemophilia,0.5782213033045568
64229,Margaret_Thatcher,South_Georgia_and_the_South_Sandwich_Islands,0.5579218223204697
18149,Margaret_Thatcher,Alzheimer%27s_disease,0.4846689043479393
58689,Margaret_Thatcher,Ronald_Reagan,0.34080198410380247
60039,Margaret_Thatcher,British_House_of_Commons,0.33188757074232916
51125,Margaret_Thatcher,Sociology,0.5188113798028502
39885,Margaret_Thatcher,James_Callaghan,0.2941228038500761
32976,Marie_Curie,Uranium,0.0897239429802758
1935,Marie_Curie,Polonium,0.07863863407535224
9328,Marie_Curie,Mercury_%28element%29,0.6904549619136714
35544,Marie_Curie,Curium,0.14755775183310985
