,a,b,distance
12613,%C3%85land,English_language,67.91243538204063
6215,%C3%85land,Whale,0.45141371564493116
25682,%C3%89douard_Manet,Drawing,0.8148983306748541
62715,%C3%89douard_Manet,Printmaking,0.4850955707454903
15764,%C3%89ire,Fruit,1.1282372244600907
19744,10th_century,Viking,0.14800328232218118
5850,10th_century,15th_century,0.4484609650782507
10464,10th_century,7th_century,0.5282243700367578
41221,10th_century,11th_century,0.09851671050698593
58712,10th_century,Iceland,0.4779388642099294
36412,10th_century,Planet,0.41294192099514004
4534,10th_century,6th_century,0.343910847243781
64101,10th_century,3rd_century,1.4291110761816528
41772,10th_century,Katana,0.4686633408673806
45270,10th_century,4th_century,1.279731990585633
19999,10th_century,Siege_of_Antioch,0.5410380798602785
54284,10th_century,Ibn_Battuta,0.9595058785506404
1910,10th_century,13th_century,0.5639594634655904
10940,10th_century,China,0.623103306268552
33845,10th_century,Egypt,0.8920079845063859
48928,10th_century,Longship,0.29333728607787946
55034,10th_century,Jomsvikings,0.3833334463093144
53324,10th_century,Rome,0.552003903007667
51377,10th_century,Magna_Carta,0.645396948278691
16562,10th_century,5th_century,0.7033901490105628
23292,10th_century,Piano,1.6875325019535479
44597,10th_century,Sutton_Hoo,0.8630182495503838
40962,10th_century,Civilization,0.37194714960392733
32249,10th_century,9th_century,0.08608025173106253
64697,10th_century,Roman_Empire,0.6179249696010961
53112,10th_century,Persian_Empire,1.1574635022846935
11974,10th_century,16th_century,1.1173049497939391
14383,11th_century,10th_century,0.1727385394718872
25662,11th_century,William_II_of_England,0.22227840419364173
64145,11th_century,Edward_the_Confessor,0.2543175141715225
23293,11th_century,Piano,1.4800618706472977
53,11th_century,Elizabeth_I_of_England,1.940447491537062
19756,11th_century,Viking,0.16912073610433168
43361,11th_century,Saladin,0.4077937612137706
45491,11th_century,John_of_England,0.6172783439293206
24236,11th_century,15th_century,0.5541734915492519
62947,11th_century,Norman_conquest_of_England,0.24601586866521247
57156,11th_century,John_Locke,1.8780229354851474
51378,11th_century,Magna_Carta,0.5007240576034759
51855,11th_century,Calligraphy,0.3632209130900547
9083,11th_century,German_Crusade%2C_1096,0.4318632686831826
45397,11th_century,William_and_Mary,1.8667901353234655
54858,11th_century,Thomas_Becket,0.5481663598374723
30374,11th_century,Guqin,0.6740111618010416
54585,11th_century,Malcolm_III_of_Scotland,0.4584869216013906
61068,11th_century,Macbeth_of_Scotland,0.23790382607670155
11975,11th_century,16th_century,0.8887396321122072
63984,11th_century,Galileo_Galilei,0.5116194506642622
3596,11th_century,Beijing,0.46319646129068914
59268,11th_century,African_Penguin,1.1030351280217638
4533,11th_century,6th_century,0.47007644013234834
32248,11th_century,9th_century,0.2179820194856083
20000,11th_century,Siege_of_Antioch,0.3647089933825917
52826,11th_century,3rd_century,0.9825308436617988
32308,11th_century,First_Crusade,0.25185647280032175
45269,11th_century,4th_century,1.5428755811992967
11522,11th_century,Leif_Ericson,0.2365563063024954
57549,11th_century,Second_Crusade,0.3280392477403833
16561,11th_century,5th_century,0.7361015754831627
53323,11th_century,Rome,0.8716214981947986
1911,11th_century,13th_century,0.348333778850477
54285,11th_century,Ibn_Battuta,0.7676860595058077
44703,12th_century,19th_century,0.34797342247633045
31277,12th_century,Second_Crusade,0.23866594274286101
61067,12th_century,Macbeth_of_Scotland,0.4694444711871877
32307,12th_century,First_Crusade,0.4969765751085419
43051,12th_century,8th_century,0.2641813361908241
32247,12th_century,9th_century,0.3868586144363768
28575,12th_century,Matilda_of_Boulogne,0.30870559499545414
48704,12th_century,Sulfur,1.1776626132106087
54286,12th_century,Ibn_Battuta,0.5132233621088966
4532,12th_century,6th_century,0.4301203161256472
1912,12th_century,13th_century,0.13004006327082276
54859,12th_century,Thomas_Becket,0.3074100328917392
57157,12th_century,John_Locke,1.609688368538079
3671,12th_century,Genghis_Khan,0.19811957178197306
43983,12th_century,Haemophilia,0.550306082250692
45268,12th_century,4th_century,1.7989809063306956
57061,12th_century,Henry_II_of_England,0.3585408555547171
62946,12th_century,Norman_conquest_of_England,0.48545158467507116
5853,12th_century,15th_century,0.5040543626898812
63983,12th_century,Galileo_Galilei,0.7781876539153115
16560,12th_century,5th_century,1.0446365165308116
45398,12th_century,William_and_Mary,1.6369001564243804
23294,12th_century,Piano,1.204837252379415
11976,12th_century,16th_century,0.6573461757229578
36392,12th_century,2nd_century,0.18809560915360513
19627,12th_century,11th_century,0.26638992293102465
14382,12th_century,10th_century,0.33932774745567346
52825,12th_century,3rd_century,1.172636518837371
30986,12th_century,Magna_Carta,0.2978556482822812
53548,12th_century,Ganges_River,0.3510520683214416
15655,12th_century,The_Anarchy,0.176190934791646
14567,12th_century,Richard_I_of_England,0.245667881762366
19751,12th_century,Viking,0.32197444498170535
45492,12th_century,John_of_England,0.35941860475535264
54,12th_century,Elizabeth_I_of_England,1.6600382430034406
6349,12th_century,Crusades,0.46700657339287965
6376,12th_century,Number,0.40968601969406954
53322,12th_century,Rome,1.1826903254545638
45267,13th_century,4th_century,2.03964531734259
11977,13th_century,16th_century,0.43334454680945345
62585,13th_century,Marco_Polo,0.2173480431389564
55785,13th_century,Genghis_Khan,0.2304162483580694
25460,13th_century,Ibn_Battuta,0.26556674353547544
44314,13th_century,History,0.7251252971776972
44391,13th_century,Great_Wall_of_China,1.0305807804845089
52824,13th_century,3rd_century,1.3363846345470387
63982,13th_century,Galileo_Galilei,1.01351827891502
19626,13th_century,11th_century,0.501563159245118
61066,13th_century,Macbeth_of_Scotland,0.6738522139792642
28417,13th_century,Children%27s_Crusade,0.5643626452479136
32246,13th_century,9th_century,0.5298593198442526
15654,13th_century,The_Anarchy,0.32795354551124545
49441,13th_century,12th_century,0.14690369731724137
53321,13th_century,Rome,1.457306805005295
46544,13th_century,Geometry,0.922450918440235
37691,13th_century,Thomas_Aquinas,0.21904685090710935
4531,13th_century,6th_century,0.5455434473510898
5854,13th_century,15th_century,0.2897072676065779
16559,13th_century,5th_century,1.1825847170628145
22855,13th_century,Dante_Alighieri,0.22474306010799772
9342,13th_century,Axe,1.3352355193378638
45399,13th_century,William_and_Mary,1.4131590132215428
31729,13th_century,Time,0.23372509318557838
19755,13th_century,Viking,0.3707471134709422
31276,13th_century,Second_Crusade,0.44936401095516987
57158,13th_century,John_Locke,1.3485309094044204
14381,13th_century,10th_century,0.480391547693744
30987,13th_century,Magna_Carta,0.1365715547912777
55,13th_century,Elizabeth_I_of_England,1.3871290621334837
62945,13th_century,Norman_conquest_of_England,0.6968292208996985
52823,14th_century,3rd_century,1.4917914528442693
44315,14th_century,History,0.48791749873509105
36791,14th_century,Crusades,0.7567318866455974
63981,14th_century,Galileo_Galilei,1.2387856073463583
61065,14th_century,Macbeth_of_Scotland,0.8695189961055096
1916,14th_century,13th_century,0.04627570988572695
32245,14th_century,9th_century,0.6647878552977163
12769,14th_century,English_language,14.365683533006756
19754,14th_century,Viking,0.5195980017403589
15653,14th_century,The_Anarchy,0.524103874372099
49440,14th_century,12th_century,0.31959162863198454
53320,14th_century,Rome,1.7201800315209217
44700,14th_century,19th_century,1.61363033256544
31273,14th_century,Second_Crusade,0.5733929256123442
45400,14th_century,William_and_Mary,1.2156367940449169
46545,14th_century,Geometry,0.6939734741391336
14380,14th_century,10th_century,0.6134925132962156
57159,14th_century,John_Locke,1.117976974870153
4530,14th_century,6th_century,0.8701300826769568
27775,14th_century,Edward_II_of_England,0.2717015938408656
19625,14th_century,11th_century,0.7266798293049248
47726,14th_century,Joan_of_Arc,0.35336123425832716
55784,14th_century,Genghis_Khan,0.45097935056738975
62584,14th_century,Marco_Polo,0.42540176762871434
5855,14th_century,15th_century,0.14064650846825566
16558,14th_century,5th_century,1.3447453012652593
62944,14th_century,Norman_conquest_of_England,0.8991678472578785
25461,14th_century,Ibn_Battuta,0.10364113006307855
53810,14th_century,Order_of_the_Garter,0.4297582856314253
12443,14th_century,Black_Death,0.06435603588594763
11978,14th_century,16th_century,0.2775698541732357
17003,14th_century,Katana,0.49320255313129535
56,14th_century,Elizabeth_I_of_England,1.1462005218236682
6162,15th_century,Edward_VI_of_England,0.41873733540619124
60657,15th_century,Medieval_music,0.5284975488112008
9861,15th_century,Philosophy_of_mind,0.6360139313150899
19624,15th_century,11th_century,1.0200963472131206
47727,15th_century,Joan_of_Arc,0.20446995290237863
45401,15th_century,William_and_Mary,1.026561094187311
54584,15th_century,Malcolm_III_of_Scotland,0.7208018535720062
36391,15th_century,2nd_century,0.21116107983964688
62943,15th_century,Norman_conquest_of_England,1.162895518640775
58578,15th_century,Baghdad,0.28950741180344747
35102,15th_century,Damascus_steel,0.6949293770801548
18534,15th_century,Calligraphy,1.0691346580708105
20431,15th_century,Black_Death,0.2959437287625846
49439,15th_century,12th_century,0.47650310597944173
19753,15th_century,Viking,0.5618350140902829
61064,15th_century,Macbeth_of_Scotland,1.1245506020124907
46222,15th_century,Allegory_in_the_Middle_Ages,0.5491524602797688
11979,15th_century,16th_century,0.1305884034302611
55783,15th_century,Genghis_Khan,0.621578180801278
3004,15th_century,World_War_II,0.8881649293860173
65308,15th_century,Christopher_Columbus,0.29616204507617827
5567,15th_century,10th_century,0.5520015607919292
62583,15th_century,Marco_Polo,0.6965784839571749
1915,15th_century,13th_century,0.19752153467114006
21764,15th_century,Baroque,1.396405052584792
31564,15th_century,Technology,0.8851928424554212
58253,15th_century,Battle_of_Bicocca,1.3952674041207345
23109,15th_century,5th_century,0.9412899467728901
22786,15th_century,Wars_of_the_Roses,0.2114920762312845
16641,15th_century,Niccol%C3%B2_Machiavelli,0.4713573955929598
52296,15th_century,Battle_of_Hastings,0.48127700543700414
4541,15th_century,6th_century,0.3036816993265271
24825,15th_century,China,0.757851072082356
38885,15th_century,14th_century,0.2991402727344981
50984,15th_century,Italian_Renaissance,0.40811569906412054
57160,15th_century,John_Locke,0.8972820742726112
31275,15th_century,Second_Crusade,0.9415239635039541
14160,15th_century,Aristotle,0.4415909159442997
39227,15th_century,18th_century,0.7050852464533309
53794,15th_century,Machu_Picchu,0.32304283244150195
57,15th_century,Elizabeth_I_of_England,0.8476963033327327
53820,15th_century,Johann_Sebastian_Bach,0.9306672066168894
43066,15th_century,8th_century,0.29098385895594386
44030,15th_century,Republic_of_China,0.7616288611806227
59630,15th_century,Edward_IV_of_England,0.4066039821507388
37825,15th_century,1st_century_BC,0.27820256920392056
44701,15th_century,19th_century,1.332220298560317
62719,15th_century,Sunlight,0.7103171441379754
32244,15th_century,9th_century,0.7090512471669294
15652,15th_century,The_Anarchy,0.7797657339119048
52822,15th_century,3rd_century,0.9906535475964132
41226,15th_century,Art,0.3170724898048896
26244,15th_century,Timur,0.21490212014680493
15163,15th_century,Henry_VIII_of_England,0.49424179822133474
25286,15th_century,Great_Wall_of_China,0.4876026370193157
53393,15th_century,Middle_East,0.5997993284129515
26216,15th_century,Henry_VI_of_England,0.45619410456388315
57929,15th_century,Printmaking,0.4675671505855541
22435,16_Cygni_Bb,16_Cygni,0.10950027831255348
58577,16th_century,Baghdad,0.3437071193728418
36021,16th_century,Spanish_conquest_of_the_Inca_Empire,0.3043952097018291
14701,16th_century,1st_century,0.27028761446354904
36389,16th_century,2nd_century,0.4355477986804879
59393,16th_century,Johannes_Kepler,0.5312638649680478
40694,16th_century,Frederick_II_of_Prussia,0.7949603024203082
53793,16th_century,Machu_Picchu,0.6262044328021764
47154,16th_century,Jupiter_%28mythology%29,1.4529655920722409
50,16th_century,Sodium,0.5578866975904615
60885,16th_century,Michelangelo,0.5719417170179311
40935,16th_century,9th_century,1.1881204192484982
58,16th_century,Elizabeth_I_of_England,0.5234333153473645
21765,16th_century,Baroque,1.0981884236879866
30030,16th_century,Painting,0.5072408896305839
755,16th_century,Spanish_Armada,0.2602682982268667
19207,16th_century,Victor_Hugo,1.3411350628178023
34814,16th_century,15th_century,0.25182598304462617
29192,16th_century,Mona_Lisa,0.2621960869290821
52474,16th_century,Spanish_Inquisition,0.5831511258283169
11725,16th_century,Johann_Pachelbel,0.6627152605842569
52414,16th_century,Paleontology,0.5694870208063835
2191,16th_century,Clock,0.40419195749966863
57554,16th_century,Pablo_Picasso,0.6744231412031739
15162,16th_century,Henry_VIII_of_England,0.8511492746635698
19281,16th_century,Leonardo_da_Vinci,0.3202186222556598
41873,16th_century,Mongolia,0.6792000225490789
27576,16th_century,John_Calvin,0.25363463603404
46880,16th_century,Jupiter,0.6366535086586037
34577,16th_century,Aztec,0.3329455101967021
52821,16th_century,3rd_century,0.7987293854249484
39656,16th_century,Cotton,0.38599032172028547
5975,16th_century,Martin_Luther,0.2661932922716387
14379,16th_century,10th_century,1.138198670732051
48560,16th_century,War_of_the_League_of_Cambrai,0.7576817416061511
63683,16th_century,Francis_Drake,0.40955704030208023
45256,16th_century,Italian_War_of_1521,0.6354229709961969
48703,16th_century,Sulfur,1.5474938266860052
26243,16th_century,Timur,0.5446763451467055
55566,16th_century,Philip_II_of_Spain,0.32491248631356917
65307,16th_century,Christopher_Columbus,0.6477696351775755
23442,16th_century,Thomas_More,0.3251973909233927
49438,16th_century,12th_century,1.0002124688568184
24566,16th_century,Brazil,0.41272413426701504
59811,16th_century,Astronomy,1.3350333275064643
58826,16th_century,Galileo_Galilei,0.23772544197496717
58379,16th_century,Spain,0.6885776001834483
37824,16th_century,1st_century_BC,0.6084884263692001
5492,16th_century,Telephone,0.9023302128321885
44702,16th_century,19th_century,0.9654311475824101
37686,16th_century,21st_century,0.38452868816602653
12900,16th_century,7th_century,0.34821161752223845
37683,16th_century,Suleiman_the_Magnificent,0.3235506580624876
44014,16th_century,Dysprosium,0.7499025368229787
38463,16th_century,Richard_Wagner,0.6832648821487468
1914,16th_century,13th_century,0.36858620841748807
31817,16th_century,5th_century,0.353941977064879
19750,16th_century,Viking,0.788358448818533
42549,16th_century,Globe_Theatre,0.3432043795277874
6003,16th_century,Transit_of_Venus,0.7489746161419365
31023,16th_century,Thailand,1.0430657291498096
5122,16th_century,Leaning_Tower_of_Pisa,0.23282765570655525
31119,16th_century,Religious_Society_of_Friends,0.8232606384730191
39228,16th_century,18th_century,0.7139959880153722
42738,16th_century,Nicolaus_Copernicus,0.333511372808241
23295,16th_century,Piano,0.9369740291814521
53821,16th_century,Johann_Sebastian_Bach,0.6533695719068202
45402,16th_century,William_and_Mary,0.7801202888105478
87,16th_century,8th_century,0.27626260491044863
57161,16th_century,John_Locke,0.6096288798813542
60286,16th_century,20th_century,1.395501292283839
54981,16th_century,Cholera,0.8980118223418185
33579,16th_century,Battle_of_Bicocca,0.6277319067283841
62513,16th_century,Pan_Am_Flight_103,1.5811975285932867
16640,16th_century,Niccol%C3%B2_Machiavelli,0.7147787538654218
50681,16th_century,6th_century,0.34504438258260167
21293,16th_century,George_W._Bush,1.2417012992120144
51284,16th_century,John_Cabot,0.3850221883176597
6229,16th_century,17th_century,0.31005524732535916
64603,1755_Lisbon_earthquake,Tsunami,0.19388580903946545
16567,17th_century,Istanbul,0.5762457948058061
19736,17th_century,Viking,1.140475941468211
6548,17th_century,Kazakhstan,0.47264478565341633
11018,17th_century,19th_century,0.5159128074812624
44378,17th_century,Leaning_Tower_of_Pisa,0.3453994200835486
54287,17th_century,Ibn_Battuta,0.422521196576732
25661,17th_century,William_II_of_England,0.5217220687878251
6004,17th_century,Transit_of_Venus,0.42687550232788524
18251,17th_century,William_Shakespeare,0.3003144233554308
52820,17th_century,3rd_century,1.5153819330358276
26242,17th_century,Timur,0.8693884908888085
41240,17th_century,Nintendo_Entertainment_System,1.873855549297126
28546,17th_century,18th_century,0.3140251929599571
62586,17th_century,Cholera,0.41774552821903876
23744,17th_century,Barcelona,0.4176664478657876
65306,17th_century,Christopher_Columbus,0.9939800008939047
12476,17th_century,Blaise_Pascal,0.32060610089577024
26351,17th_century,Johannes_Kepler,0.2607503817682234
45403,17th_century,William_and_Mary,0.48754242773154616
49437,17th_century,12th_century,1.3585398948951204
53806,17th_century,Charles_I_of_England,0.34824156357018826
21766,17th_century,Baroque,1.3457569980124655
26790,17th_century,Elizabeth_I_of_England,0.35139500106757166
56105,17th_century,2nd_century,0.8601878587442344
59344,17th_century,Christopher_Wren,0.8627250810357684
44945,17th_century,20th_century,0.9681920369184598
30433,17th_century,10th_century,0.344082751963225
36764,17th_century,Romanticism,1.3214799699091002
54962,17th_century,Galileo_Galilei,0.27367817328896865
37588,17th_century,Gulf_of_Mexico,0.5332660014830571
45339,17th_century,Ordinal_number,0.5537475304651603
32257,17th_century,9th_century,0.3555689792191923
53822,17th_century,Johann_Sebastian_Bach,0.32415806522592133
37823,17th_century,1st_century_BC,0.6357645419363802
1913,17th_century,13th_century,0.7530597584740457
47151,17th_century,Russian_language,0.42762189867882694
61038,17th_century,Henry_Purcell,0.3044493166774852
2165,17th_century,Cotton,0.4740696398476863
3718,17th_century,16th_century,0.20325885142572497
3048,17th_century,Sun,0.6523983765197161
53338,17th_century,Measurement,0.47177429135144194
35106,17th_century,Mysticism,0.9144816649343024
53336,17th_century,Vancouver,0.3843281575226282
62468,17th_century,15th_century,0.6154149132129721
65384,17th_century,Neoclassicism,2.20802111996528
11726,17th_century,Johann_Pachelbel,0.35542803229489406
42737,17th_century,Nicolaus_Copernicus,0.661903300630954
60808,17th_century,Venus_and_Adonis_%28opera%29,0.6705102241390242
16694,17th_century,Frederick_II_of_Prussia,0.4744712692007506
25902,17th_century,Music,0.6651089445347461
34789,17th_century,Clock,0.37693710038708245
19208,17th_century,Victor_Hugo,1.022552876600944
40975,17th_century,North_America,0.4413481352476821
50680,17th_century,6th_century,0.6786826215662234
54203,17th_century,North_Africa,1.158873942306091
31642,17th_century,Telescope,0.4618269698572489
40529,17th_century,Martin_Luther,0.593952250528482
58072,17th_century,Lion,0.6479318457106549
25993,17th_century,Delhi,0.5045802243542392
46067,17th_century,John_Locke,0.26812311252732574
28379,1896_Summer_Olympics,Ancient_Greece,0.3875755432951756
1228,1896_Summer_Olympics,Skiing,0.5537273237768807
23187,1896_Summer_Olympics,Olympic_Games,0.1663212504257599
23366,1896_Summer_Olympics,Statue_of_Zeus_at_Olympia,0.33350962322451294
51883,1896_Summer_Olympics,Volleyball,0.2929939271190224
35143,1896_Summer_Olympics,Bronze_Age,0.9432895681209963
45608,1896_Summer_Olympics,Tour_de_France,0.27694947305254664
59746,1896_Summer_Olympics,Muhammad_Ali,0.8575996498838581
65402,18th_century,Leo_Tolstoy,0.6598561042654312
44946,18th_century,20th_century,0.6327028636374515
64220,18th_century,Jew,2.0255093997178077
38557,18th_century,United_States_Declaration_of_Independence,0.45745134328523934
9999,18th_century,Astrology,2.329991793040878
32437,18th_century,Wolfgang_Amadeus_Mozart,0.34147732819972854
30991,18th_century,3rd_century,0.33808115662833527
16737,18th_century,Erie_Canal,1.9384524862847594
57490,18th_century,Christian_monasticism,1.0692012671971485
38940,18th_century,Thomas_Jefferson,0.48520656687994623
45075,18th_century,Charles_I_of_England,0.6839183725422981
39820,18th_century,Watch,0.3091905649250816
49436,18th_century,12th_century,1.7278114962993438
17610,18th_century,Ludwig_van_Beethoven,0.5223527949281064
30720,18th_century,London,0.6194171761538059
13687,18th_century,Age_of_Enlightenment,0.9081022293568591
49832,18th_century,Dada,1.413274371151766
23458,18th_century,Chile,1.5832311351098274
20757,18th_century,Battle_of_Leyte_Gulf,1.1234560109686365
21241,18th_century,Henry_David_Thoreau,1.6810702294496693
54204,18th_century,North_Africa,0.8033623747217178
50024,18th_century,Neoclassicism,1.2776778392318362
1039,18th_century,Adam_Smith,0.3380384395160935
54394,18th_century,Japan,0.8463221733836616
31549,18th_century,Steam_engine,0.26267375143682353
16695,18th_century,Frederick_II_of_Prussia,0.22284882140583595
37880,18th_century,Glorious_Revolution,0.33931978088897813
26350,18th_century,Johannes_Kepler,0.5977554468012312
31641,18th_century,Telescope,0.8175339540773718
50679,18th_century,6th_century,1.022510969179218
13042,18th_century,17th_century,0.31548658280077146
56994,18th_century,Jean-Jacques_Rousseau,0.26949395791339337
37822,18th_century,1st_century_BC,1.2751575504289305
11897,18th_century,Oliver_Twist,0.7601608947554952
39780,18th_century,Electron,0.6318614024608352
16321,18th_century,Nazi_Germany,1.2967521498012826
23296,18th_century,Piano,0.5741807503365356
17365,18th_century,Fyodor_Dostoevsky,0.7088857562091168
31377,18th_century,Maputo,0.7284192871431449
57424,18th_century,Acts_of_Union_1707,0.5419869898252367
44377,18th_century,Leaning_Tower_of_Pisa,0.6427743131014727
37690,18th_century,Thomas_Aquinas,0.5482850393329363
11019,18th_century,19th_century,0.267062826837886
48309,18th_century,Jupiter,1.0123103341301785
48158,18th_century,13th_century,0.9572260635644342
19209,18th_century,Victor_Hugo,0.7088609703225875
7512,18th_century,Marxism,0.9943508238056155
8234,18th_century,Telephone,0.4888783846618714
36698,18th_century,Biology,0.8400527750413196
19235,18th_century,Health,1.183396526987656
27917,18th_century,American_Civil_War,0.7226615296836817
53145,18th_century,Alexander_Graham_Bell,0.6233141685432302
18443,18th_century,Famine,0.5858228283273216
22157,18th_century,Arnold_Schwarzenegger,0.682938624193006
36167,18th_century,Trigonometry,0.4444217738014073
64441,18th_century,Immanuel_Kant,0.3414332208129655
34616,18th_century,Keira_Knightley,0.7014084451865868
41146,18th_century,Robert_Schumann,0.43824230477865606
46066,18th_century,John_Locke,0.6146570134994913
41241,18th_century,Nintendo_Entertainment_System,1.5569859952272223
48903,18th_century,Humphry_Davy,1.1148559371005056
41147,18th_century,Chester_A._Arthur,0.3765150908291653
34300,18th_century,Anno_Domini,1.1135308642126354
18250,18th_century,William_Shakespeare,0.6115621238308395
40264,18th_century,Google,1.3291077675451377
47594,18th_century,Electricity,1.9083459416805189
46053,18th_century,Tower_of_London,1.2079272189547525
12475,18th_century,Blaise_Pascal,0.6510042777997344
11981,18th_century,16th_century,0.46108293072212014
57928,18th_century,Printmaking,0.7767254115937197
34870,18th_century,Arithmetic,0.43991468231197245
48886,18th_century,Antonio_Vivaldi,0.25393902154282366
22594,18th_century,Pride_and_Prejudice,0.5314163409693319
53610,18th_century,Charles_Darwin,0.7256848930554333
63752,18th_century,David_Hume,0.870736691359793
61037,18th_century,Henry_Purcell,0.6181972425867325
27345,18th_century,Turin,0.5117570664208824
35105,18th_century,Mysticism,1.2504290159258384
35103,18th_century,Damascus_steel,0.4400314429897328
40780,18th_century,Jane_Austen,0.6172554753166122
5207,18th_century,4th_century,0.3457234795045977
65102,18th_century,Impressionism,0.6520380174189437
22816,18th_century,21st_century,0.3193441631272263
60102,18th_century,Leonhard_Euler,0.3374000627583269
48625,18th_century,Trumpet,0.6845734172611152
56180,18th_century,Benjamin_Franklin,0.3377846308393682
10604,18th_century,Edgar_Allan_Poe,0.6170912672276133
56104,18th_century,2nd_century,1.188992218626572
36765,18th_century,Romanticism,0.9683312509483021
33540,18th_century,Franz_Schubert,0.6793619528491178
19923,18th_century,Viking,1.2171950322440994
40788,18th_century,Palau,0.7689844488306652
41798,18th_century,William_Hogarth,0.32208400667028003
29594,18th_century,Bean,0.9950482070816422
29963,18th_century,Christopher_Columbus,0.9714595778817434
45260,1928_Okeechobee_Hurricane,Labor_Day_Hurricane_of_1935,0.6329093136013454
51106,1928_Okeechobee_Hurricane,Florida_East_Coast_Railway,0.5735395044642062
52633,1928_Okeechobee_Hurricane,Hurricane_Lenny,0.7959353329237926
61912,1973_oil_crisis,Emirate,0.2665612104725524
46987,1973_oil_crisis,Petroleum,0.3157466678391805
33168,1973_oil_crisis,Gas,0.3659066296740601
27663,1973_oil_crisis,Gypsum,0.3591829227969475
57598,1973_oil_crisis,North_Sea_oil,0.3918001182570299
61712,1973_oil_crisis,Biodiesel,0.39838761703625963
30765,1973_oil_crisis,Supply_and_demand,0.2564113749831759
33930,1973_oil_crisis,United_Arab_Emirates,0.2700364883256274
41626,19th_century,Parliament_of_Canada,0.742720105422112
39792,19th_century,Space_Shuttle_Columbia_disaster,0.9214582947998928
2232,19th_century,14th_century,0.4298391143088068
2120,19th_century,Evolution,0.6601909473351825
42647,19th_century,Fossil,1.7175266288487727
42204,19th_century,Schizophrenia,2.1529638145095173
59227,19th_century,British_Empire,0.4775446992645589
30368,19th_century,Scramble_for_Africa,0.44609815086460114
21904,19th_century,Religion,0.4708068457931468
42183,19th_century,Madama_Butterfly,0.6727668743446787
61530,19th_century,Black_hole,0.6696008704944019
42155,19th_century,Nikola_Tesla,0.40866042664099383
21849,19th_century,Train,1.4548520825927027
14585,19th_century,Charles_Darwin,0.43828564134036946
41904,19th_century,H.D.,1.4519897301641556
31099,19th_century,Alexander_Graham_Bell,0.3096976149186046
31053,19th_century,Volleyball,0.927856312327151
30978,19th_century,4th_century,0.26730363616153735
15175,19th_century,George_Eliot,0.7393635007542522
51700,19th_century,Taoism,0.5785922912742302
51705,19th_century,Canadian_Pacific_Railway,0.614956949622838
30894,19th_century,Literature,0.4397218900277233
51483,19th_century,Venezuela,0.43807035084836815
41242,19th_century,Nintendo_Entertainment_System,1.2304384882129864
22398,19th_century,9th_century,0.5051833788954985
22415,19th_century,Siege,0.6473038194468872
16322,19th_century,Nazi_Germany,0.9887637104117508
51459,19th_century,Library_of_Congress,0.8238471218245389
22166,19th_century,Political_economy,0.8808137817763683
41297,19th_century,Vertebrate,0.5977762849084846
40119,19th_century,Pacific_Ocean,0.811777851915729
16182,19th_century,Pride_and_Prejudice,0.5329806751631758
15560,19th_century,Giuseppe_Verdi,0.38430984912221483
52015,19th_century,15th_century,0.4469212792790657
11894,19th_century,Oliver_Twist,0.9460668145953524
14012,19th_century,Antonio_Vivaldi,0.819891275395684
47745,19th_century,Jet_engine,0.6832900842991342
45832,19th_century,William_Tecumseh_Sherman,0.46000308299098114
1312,19th_century,Neil_Armstrong,0.6151084454596168
47834,19th_century,Mark_Twain_House,0.375994128294677
1296,19th_century,Vietnam,0.6508731944372405
47946,19th_century,1896_Summer_Olympics,0.48905541497230187
12474,19th_century,Blaise_Pascal,1.0450913273990385
45583,19th_century,Thomas_Edison,0.5053256333952449
63037,19th_century,Lyndon_B._Johnson,0.98218379200947
36549,19th_century,Second_Boer_War,0.7783570899165403
36697,19th_century,Science,0.4584497536633275
48083,19th_century,Michael_Jordan,0.518017628390016
36700,19th_century,Biology,0.5792384812498292
48089,19th_century,Electron,1.1309108382080955
36703,19th_century,Tennis,0.6896048239393209
19872,19th_century,Viking,0.9448406131145509
48374,19th_century,Internet,0.7295971539247569
36076,19th_century,Cassowary,0.5516191601081427
63608,19th_century,Copper%28I%29_chloride,0.831460198602042
1326,19th_century,Houston%2C_Texas,0.7860448840917583
47520,19th_century,Theatre,1.0153557114446807
18943,19th_century,Jazz,0.5268585756096789
63212,19th_century,Zebra,0.8320694082678802
60708,19th_century,Martin_Van_Buren,0.6846859464808808
1452,19th_century,American_Civil_War,0.33501422685830534
18999,19th_century,William_IV_of_the_United_Kingdom,1.444487188619425
11980,19th_century,16th_century,0.8644472402744622
46320,19th_century,HSBC,1.0561034087710548
18712,19th_century,South_Africa,0.5146863910418823
46150,19th_century,Treaty_of_Versailles,0.5474798305830104
19210,19th_century,Victor_Hugo,0.38558816405246343
3147,19th_century,Telephone,0.28720468137363897
34617,19th_century,Keira_Knightley,0.40711799354429523
47135,19th_century,Nintendo,0.4747739078910614
34590,19th_century,Louis_Pasteur,0.37252562499817343
47149,19th_century,Leo_Tolstoy,0.3278537084406304
60807,19th_century,Venus_and_Adonis_%28opera%29,0.7639847579980839
3164,19th_century,Adolf_Hitler,0.2790836856056719
47569,19th_century,Blue_Wildebeest,0.5833878878023211
62487,19th_century,Industrial_Revolution,0.6371433852043142
33541,19th_century,Franz_Schubert,0.3695420386976277
36950,19th_century,Fr%C3%A9d%C3%A9ric_Chopin,0.38592458373339006
37879,19th_century,Glorious_Revolution,0.7440481985039704
1038,19th_century,Adam_Smith,0.7248594417554008
